577.63196	306
577.84131	302
578.05066	306
578.26001	300
578.46936	318
578.67871	307
578.88806	313
579.09741	299
579.30676	307
579.51611	318
579.72546	303
579.93481	298
580.14417	300
580.35352	307
580.56287	298
580.77222	291
580.98157	308
581.19092	310
581.40027	296
581.60962	307
581.81897	310
582.02832	302
582.23767	305
582.44702	309
582.65637	307
582.86572	307
583.07507	288
583.28442	301
583.49377	308
583.70312	301
583.91248	298
584.12183	296
584.33118	315
584.54053	310
584.74988	292
584.95923	300
585.16858	296
585.37793	292
585.58728	301
585.79663	305
586.00598	311
586.21533	304
586.42468	302
586.63403	309
586.84338	308
587.05273	302
587.26208	293
587.47144	293
587.68079	301
587.89014	305
588.09949	299
588.30884	300
588.51819	292
588.72754	309
588.93689	311
589.14624	307
589.35559	296
589.56494	297
589.77429	297
589.98364	306
590.19299	298
590.40234	305
590.61169	303
590.82104	308
591.0304	300
591.23975	305
591.4491	300
591.65845	298
591.8678	302
592.07715	301
592.2865	301
592.49585	302
592.7052	307
592.91455	313
593.1239	302
593.33325	290
593.5426	296
593.75195	309
593.9613	303
594.17065	301
594.38	326
594.58936	296
594.79871	290
595.00806	303
595.21741	311
595.42676	302
595.63611	305
595.84546	312
596.05481	304
596.26416	293
596.47351	290
596.68286	298
596.89221	313
597.10156	292
597.31091	300
597.52026	297
597.72961	299
597.93896	298
598.14832	297
598.3576	294
598.56696	312
598.77631	299
598.98566	293
599.19501	292
599.40436	307
599.61371	295
599.82306	300
600.03241	300
600.24176	296
600.45111	306
600.66046	298
600.86981	299
601.07916	314
601.28851	301
601.49786	297
601.70721	296
601.91656	297
602.12592	311
602.33527	298
602.54462	307
602.75397	298
602.96332	303
603.17267	295
603.38202	305
603.59131	309
603.80066	315
604.01001	295
604.21936	298
604.42871	304
604.63806	301
604.84741	296
605.05676	302
605.26611	303
605.47546	318
605.68481	307
605.89417	318
606.10352	305
606.31287	306
606.52222	301
606.73157	295
606.94086	309
607.15021	301
607.35956	300
607.56891	288
607.77826	294
607.98761	308
608.19696	299
608.40631	302
608.61566	310
608.82501	286
609.03436	294
609.24371	307
609.45306	304
609.66235	293
609.8717	297
610.08105	300
610.29041	295
610.49976	301
610.70911	304
610.91846	308
611.12781	307
611.33716	296
611.54651	299
611.75586	303
611.96515	287
612.1745	297
612.38385	294
612.5932	303
612.80255	306
613.0119	299
613.22125	297
613.4306	300
613.63995	307
613.84924	301
614.05859	293
614.26794	299
614.47729	314
614.68665	299
614.896	301
615.10535	300
615.3147	293
615.52399	304
615.73334	307
615.94269	315
616.15204	298
616.36139	306
616.57074	297
616.78009	296
616.98938	307
617.19873	318
617.40808	310
617.61743	314
617.82678	310
618.03613	304
618.24548	296
618.45477	306
618.66412	300
618.87347	295
619.08282	300
619.29218	301
619.50153	303
619.71082	304
619.92017	289
620.12952	316
620.33887	298
620.54822	302
620.75757	292
620.96686	303
621.17621	300
621.38556	309
621.59491	295
621.80426	301
622.01361	301
622.2229	303
622.43225	309
622.6416	299
622.85095	297
623.0603	305
623.26959	293
623.47894	294
623.68829	301
623.89764	301
624.10699	297
624.31628	298
624.52563	308
624.73499	299
624.94434	289
625.15363	300
625.36298	311
625.57233	299
625.78168	295
625.99103	311
626.20032	296
626.40967	304
626.61902	303
626.82837	297
627.03766	306
627.24701	299
627.45636	308
627.66571	293
627.875	307
628.08435	307
628.2937	300
628.50305	309
628.71234	297
628.92169	303
629.13104	301
629.34039	301
629.54968	299
629.75903	310
629.96838	304
630.17773	315
630.38702	298
630.59637	294
630.80573	297
631.01501	297
631.22437	303
631.43372	301
631.64307	304
631.85236	297
632.06171	299
632.27106	311
632.48035	303
632.6897	309
632.89905	307
633.10834	316
633.31769	297
633.52704	303
633.73633	299
633.94568	296
634.15503	307
634.36432	299
634.57367	295
634.78302	297
634.99231	311
635.20166	301
635.41101	290
635.6203	295
635.82965	296
636.039	308
636.24829	295
636.45764	299
636.66699	305
636.87628	304
637.08563	300
637.29498	299
637.50427	298
637.71362	297
637.92297	306
638.13226	299
638.34161	298
638.5509	293
638.76025	302
638.9696	313
639.17889	310
639.38824	310
639.59753	290
639.80688	297
640.01624	302
640.22552	298
640.43488	292
640.64417	294
640.85352	302
641.06287	301
641.27216	313
641.48151	295
641.6908	297
641.90015	303
642.10944	297
642.31879	293
642.52814	290
642.73743	314
642.94678	299
643.15607	304
643.36542	300
643.57471	289
643.78406	308
643.99335	299
644.2027	296
644.41199	306
644.62134	312
644.83063	306
645.03998	294
645.24933	298
645.45862	308
645.66797	300
645.87726	291
646.08661	297
646.2959	300
646.50525	297
646.71454	292
646.92389	309
647.13318	313
647.34253	308
647.55182	298
647.76111	306
647.97046	289
648.17975	303
648.3891	301
648.59839	299
648.80774	306
649.01703	309
649.22638	304
649.43567	299
649.64502	304
649.85431	307
650.0636	302
650.27295	302
650.48224	303
650.69159	304
650.90088	289
651.11023	310
651.31952	296
651.52881	309
651.73816	312
651.94745	301
652.1568	302
652.36609	304
652.57538	309
652.78473	295
652.99402	314
653.20337	306
653.41266	291
653.62195	296
653.8313	305
654.04059	305
654.24994	305
654.45923	312
654.66852	297
654.87787	328
655.08716	320
655.29645	334
655.5058	334
655.71509	324
655.92438	331
656.13373	321
656.34302	325
656.55231	314
656.76166	300
656.97095	304
657.18024	311
657.38959	299
657.59888	296
657.80817	310
658.01746	308
658.22681	311
658.4361	296
658.64539	295
658.85474	298
659.06403	311
659.27332	311
659.4826	290
659.69196	286
659.90125	303
660.11053	307
660.31982	298
660.52917	293
660.73846	304
660.94775	306
661.15704	306
661.36639	312
661.57568	309
661.78497	301
661.99426	309
662.20361	309
662.4129	300
662.62219	298
662.83148	300
663.04077	307
663.25012	302
663.45941	291
663.6687	303
663.87799	300
664.08728	306
664.29657	301
664.50592	291
664.71521	306
664.9245	306
665.13379	308
665.34308	291
665.55237	305
665.76172	298
665.97101	303
666.1803	285
666.38959	292
666.59888	312
666.80817	310
667.01746	301
667.22675	313
667.43604	304
667.64539	310
667.85468	296
668.06396	308
668.27325	305
668.48254	300
668.69183	311
668.90112	303
669.11041	288
669.3197	296
669.52899	301
669.73828	305
669.94757	294
670.15686	296
670.36621	305
670.5755	312
670.78479	303
670.99408	293
671.20337	316
671.41266	303
671.62195	288
671.83124	299
672.04053	304
672.24982	310
672.45911	299
672.6684	297
672.87769	305
673.08698	294
673.29626	310
673.50555	307
673.71484	298
673.92413	301
674.13336	312
674.34265	301
674.55194	304
674.76123	321
674.97052	311
675.17981	318
675.3891	314
675.59839	326
675.80768	324
676.01697	326
676.22626	325
676.43555	319
676.64484	332
676.85406	318
677.06335	315
677.27264	324
677.48193	321
677.69122	319
677.90051	311
678.1098	327
678.31909	320
678.52832	324
678.73761	322
678.9469	315
679.15619	318
679.36548	318
679.57477	336
679.784	333
679.99329	327
680.20258	329
680.41187	332
680.62115	325
680.83038	340
681.03967	330
681.24896	327
681.45825	331
681.66754	347
681.87677	324
682.08606	341
682.29535	335
682.50464	345
682.71387	342
682.92316	328
683.13245	344
683.34174	347
683.55096	355
683.76025	351
683.96954	352
684.17883	357
684.38806	366
684.59735	358
684.80664	355
685.01587	365
685.22516	366
685.43445	371
685.64368	363
685.85297	388
686.06226	360
686.27148	361
686.48077	370
686.69006	365
686.89929	373
687.10858	385
687.31787	379
687.5271	371
687.73639	388
687.94562	387
688.15491	398
688.3642	403
688.57343	380
688.78271	375
688.99194	399
689.20123	381
689.41052	376
689.61975	379
689.82904	396
690.03827	380
690.24756	391
690.45679	390
690.66608	399
690.87531	386
691.08459	392
691.29382	390
691.50311	390
691.71234	395
691.92163	386
692.13086	407
692.34015	389
692.54938	399
692.75867	384
692.9679	394
693.17719	402
693.38641	401
693.5957	405
693.80493	402
694.01422	404
694.22345	411
694.43274	408
694.64197	421
694.8512	404
695.06049	417
695.26971	433
695.479	425
695.68823	422
695.89746	434
696.10675	433
696.31598	425
696.52527	444
696.7345	451
696.94373	440
697.15302	443
697.36224	435
697.57147	439
697.78076	428
697.98999	440
698.19922	467
698.40851	447
698.61774	444
698.82697	452
699.03625	444
699.24548	430
699.45471	449
699.664	441
699.87323	436
700.08246	449
700.29169	452
700.50098	426
700.71021	451
700.91943	431
701.12866	434
701.33795	439
701.54718	432
701.75641	454
701.96564	443
702.17487	435
702.38416	432
702.59338	436
702.80261	448
703.01184	439
703.22107	446
703.43036	434
703.63959	434
703.84882	443
704.05804	433
704.26727	437
704.4765	430
704.68573	436
704.89502	436
705.10425	432
705.31348	412
705.52271	435
705.73193	433
705.94116	434
706.15039	430
706.35962	426
706.56885	430
706.77808	434
706.9873	429
707.19659	439
707.40582	444
707.61505	438
707.82428	444
708.03351	419
708.24274	442
708.45197	440
708.66119	432
708.87042	433
709.07965	440
709.28888	428
709.49811	436
709.70734	437
709.91656	435
710.12579	442
710.33502	435
710.54419	426
710.75342	434
710.96265	425
711.17188	436
711.3811	446
711.59033	446
711.79956	432
712.00879	422
712.21802	436
712.42725	450
712.63647	442
712.84564	433
713.05487	425
713.2641	454
713.47333	426
713.68256	433
713.89178	439
714.10095	434
714.31018	440
714.51941	423
714.72864	447
714.93787	432
715.14709	443
715.35626	434
715.56549	436
715.77472	434
715.98395	433
716.19312	435
716.40234	447
716.61157	440
716.8208	452
717.02997	446
717.2392	427
717.44843	439
717.65759	440
717.86682	457
718.07605	442
718.28528	481
718.49445	514
718.70367	505
718.9129	518
719.12207	526
719.3313	502
719.54053	507
719.74969	485
719.95892	463
720.16809	453
720.37732	438
720.58655	458
720.79572	447
721.00494	448
721.21411	462
721.42334	437
721.63257	447
721.84174	447
722.05096	446
722.26013	444
722.46936	443
722.67853	455
722.88776	447
723.09692	452
723.30615	448
723.51532	439
723.72455	455
723.93372	460
724.14294	445
724.35211	452
724.56134	450
724.77051	442
724.97974	454
725.1889	454
725.39813	446
725.6073	459
725.81647	446
726.0257	457
726.23486	452
726.44409	469
726.65326	461
726.86243	460
727.07166	470
727.28082	441
727.48999	469
727.69922	472
727.90839	457
